Codigo,Producto,Existencia,Precio venta,Precio mayoreo,Departamento,Actualizado
591,,2.0,95.0,0.0,LION TOOLS,2026-09-08 00:37:17
8860,,12.0,15.0,10.0,LION TOOLS,2026-09-08 00:37:17
1733,,0.0,40.0,0.0,LION TOOLS,2026-09-08 00:37:17
831,,1.0,20.0,16.0,ASGA,2026-09-08 00:37:17
7500938027306,7500938027306,0.0,25.0,20.0,PUEBLA,2026-09-08 00:37:17
3087,ABRAZADERA #16,18.0,10.0,0.0,LION TOOLS,2026-09-08 00:37:17
3088,ABRAZADERA #20,12.0,12.0,0.0,LION TOOLS,2026-09-08 00:37:17
3089,ABRAZADERA #24,28.0,15.0,0.0,LION TOOLS,2026-09-08 00:37:17
3090,ABRAZADERA #28,48.0,15.0,0.0,LION TOOLS,2026-09-08 00:37:17
3082,ABRAZADERA #4,0.0,7.0,0.0,LION TOOLS,2026-09-08 00:37:17
3083,ABRAZADERA #6,21.0,8.0,0.0,LION TOOLS,2026-09-08 00:37:17
3084,ABRAZADERA #8,0.0,10.0,0.0,LION TOOLS,2026-09-08 00:37:17
3081,ABRAZADERA MINI N 6,23.0,6.0,4.0,LION TOOLS,2026-09-08 00:37:17
3080,ABRAZADERA MINI NO.A,13.0,5.0,3.0,LION TOOLS,2026-09-08 00:37:17
3085,ABRAZADERA NO.10,13.0,10.0,0.0,LION TOOLS,2026-09-08 00:37:17
3086,ABRAZADERA NO.12,10.0,10.0,0.0,LION TOOLS,2026-09-08 00:37:17
2327,Abrazadera Tipo Omega 1,55.0,10.0,4.5,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
2329,ABRAZADERA TIPO OMEGA 1 1/2,29.0,15.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
2328,Abrazadera Tipo Omega 1 1/4,12.0,15.0,8.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
2325,Abrazadera Tipo Omega 1/2,44.0,6.0,3.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
2326,Abrazadera Tipo Omega 3/4,35.0,7.0,3.5,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
2331,ABRAZADERA TIPO UÑA,19.0,4.0,0.0,LION TOOLS,2026-09-08 00:37:17
2334,ABRAZADERA TIPO UÑA,10.0,7.0,0.0,LION TOOLS,2026-09-08 00:37:17
2336,ABRAZADERA TIPO UÑA,0.0,15.0,0.0,LION TOOLS,2026-09-08 00:37:17
2333,ABRAZADERA TIPO UÑA 1 PRECIOXPIEZA,0.0,8.0,0.0,LION TOOLS,2026-09-08 00:37:17
2335,ABRAZADERA TIPO UÑA 1-1/2 LA PIEZA,6.0,10.0,0.0,LION TOOLS,2026-09-08 00:37:17
2332,ABRAZADERA TIPO UÑA POR PIEZA,10.0,5.0,0.0,LION TOOLS,2026-09-08 00:37:17
2159,Abrelatas,0.0,60.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
7503026489000,Aceite 2 Tiempos Afosa,0.0,45.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
733704550211,Aceite 2 Tiempos STIHL,0.0,65.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
7501206685495,ACEITE 2T,0.0,135.0,0.0,FERREPAT,2026-09-08 00:37:17
79567520306,Aceite 3 En Uno Chico,2.0,35.0,0.0,FERREPAT,2026-09-08 00:37:17
79567520368,Aceite 3 En Uno Grande,0.0,70.0,0.0,LION TOOLS,2026-09-08 00:37:17
4914,Aceite Lubricante Multiusos,9.0,45.0,30.0,LION TOOLS,2026-09-08 00:37:17
7502309738750,Aceite Lubricante Para Barra Y Cadena De Motosierra 1L,1.0,220.0,200.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
7501206685501,ACEITE PARA MOTOR DE 2 TIEMPOS 100MLL,1.0,50.0,45.0,TRUPER,2026-09-08 00:37:17
7506240635161,ACEITE PARA MOTOR DE 2 TIEMPOS 600ML,0.0,35.0,0.0,FERREPAT,2026-09-08 00:37:17
7506240647089,ACEITE PARA MOTORES A GASOLINA 400ML,0.0,110.0,90.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
7500462326203,ACEITE ROJO 80ML FANTMOR,27.0,30.0,18.0,HUAJUAPAN,2026-09-09 18:02:44
2417,ADAPTADOR,6.0,10.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
46255,ADAPTADOR A TIERRA VOLTECK(BLANCO),0.0,20.0,15.0,hojar (Eliminado 23/07/2024),2026-09-08 00:37:17
185,Adaptador De 3 A 2,16.0,15.0,0.0,casa,2026-09-08 00:37:17
8166,ADAPTADOR HULE CHUPON,6.0,20.0,0.0,ASGA,2026-09-08 00:37:17
8167,ADAPTADOR HULE CHUPON,6.0,15.0,0.0,ASGA,2026-09-08 00:37:17
7506240645023,Adaptador Macho De Pvc 3/4,10.0,15.0,9.0,FERREPAT,2026-09-08 00:37:17
45429,Adaptador Macho De Pvc De 13mm,20.0,12.0,8.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
8168,ADAPTADORHULECHUPON,6.0,15.0,0.0,LION TOOLS,2026-09-08 00:37:17
7501600551020,ADHESIVO 5MIN,0.0,150.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
7501127002159,Aerosol Aluminio Metalico,0.0,80.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
7506069046063,Aerosol Cafe,0.0,80.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
7506069047275,Aerosol Morado,1.0,80.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
7501127003637,Aerosol Negro Brillante,0.0,80.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
7506240630616,Aerosol Rojo,0.0,90.0,80.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
7501127003675,Aerosol Rojo,0.0,80.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
7506069046018,Aerosol Transparente Cristal,0.0,70.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
7506274200373,Aerosol Verde Bosque,0.0,80.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
7501127002074,Aerosol Verde Hoja Brillante,0.0,80.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
8342,AFILADOR DE CUCHILLO,0.0,220.0,0.0,LION TOOLS,2026-09-08 00:37:17
8340,AFILADOR DE CUCHILLOS Y NAVAJA,0.0,80.0,0.0,LION TOOLS,2026-09-08 00:37:17
313,AHUJA,30.0,13.0,8.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
314,AHUJA,30.0,14.0,9.0,PUEBLA,2026-09-08 00:37:17
315,AHUJA,30.0,15.0,10.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
316,AHUJA,30.0,15.0,10.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
317,AHUJA CAPOTERA,180.0,10.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
318,AHUJA PARA COSER,21.0,4.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
4000,AIRE REMOVEDOR DE POLVO,0.0,85.0,0.0,LION TOOLS,2026-09-08 00:37:17
255,ALAMBRE GUIA ACERADA 10 MTS,1.0,45.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
254,ALAMBRE GUIA ACERADA 20MTS,0.0,55.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
253,ALAMBRE GUIA PARA ELECTRICISTA 15MTS,2.0,45.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
241,ALCAYATA DE VARILLA CHICO,3.0,80.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
240,ALCAYATA DE VARILLA GRANDE,1.0,120.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
17501228829621,ALFILER DE SEGURIDAD,124.0,1.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
17501228806462,ALFILER DE SEGURIDAD DORADO,288.0,1.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
17501228847243,ALFILER DE SEGURIDAD NIQUELADO,86.0,1.5,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
6906546921028,ALICATA,9.0,45.0,30.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
810026280054,ALKALINE BATTERY,0.0,20.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
6927799689190,ALKALINE BATTERY 23A,6.0,25.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
6927799689206,ALKALINE BATTERY 27A,5.0,25.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
4891199011504,ALKALINE BATTERY 27A,5.0,25.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
6927799681149,ALKALINE BATTERY AG0,44.0,20.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
6927799681019,ALKALINE BATTERY AG1,16.0,20.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
6927799681118,ALKALINE BATTERY AG11,6.0,20.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
6927799681026,ALKALINE BATTERY AG2,54.0,20.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
6927799681033,ALKALINE BATTERY AG3,39.0,20.0,0.0,hogar (Eliminado 23/07/2024),2026-09-14 23:35:25
6927799681040,ALKALINE BATTERY AG4,59.0,20.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
6927799681057,ALKALINE BATTERY AG5,6.0,20.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
6927799681064,ALKALINE BATTERY AG6,29.0,30.0,20.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
6927799681071,ALKALINE BATTERY AG7,16.0,30.0,20.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
6927799681088,ALKALINE BATTERY AG8,46.0,30.0,20.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
6927799681095,ALKALINE BATTERY AG9,6.0,20.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
810026280795,ALKALINE BATTERY CR1632,4.0,30.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
6927799682313,ALKALINE BATTERY CR1632 TIANQIU,8.0,30.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
6927799682160,ALKALINE BATTERY CR2032,0.0,35.0,0.0,MEXICO,2026-09-08 00:37:17
810026280030,ALKALINE BATTERY LR1120,3.0,20.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
810026280078,ALKALINE BATTERY LR43,0.0,20.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
6927799681125,ALKALINE BATTERY LR43H AG12,109.0,20.0,0.0,hogar (Eliminado 23/07/2024),2026-09-11 17:46:16
6927799681132,ALKALINE BATTERY LR44H AG13,15.0,20.0,15.0,MEXICO,2026-09-08 00:37:17
7501206684900,Amarillo Canario,0.0,95.0,0.0,FERREPAT,2026-09-08 00:37:17
3056,AMARRADOR,1.0,95.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
193,AMARRADOR AZUL,1.0,100.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
194,AMARRADOR AZUL LARGO,0.0,110.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
189,AMARRADOR VARILLA,4.0,120.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
7506240658504,AMBUDO CLASICO 2.5,0.0,20.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
ANAFRE3,ANAFRE,0.0,380.0,350.0,PUEBLA,2026-09-08 00:37:17
ANAFRE1,ANAFRE CHICO,1.0,200.0,180.0,PUEBLA,2026-09-08 00:37:17
ANAFRE5,ANAFRE CON PATAS,1.0,380.0,0.0,PUEBLA,2026-09-08 00:37:17
ANAFRE6,ANAFRE CON PATAS,0.0,450.0,0.0,PUEBLA,2026-09-08 00:37:17
ANAFRE DE GAS,ANAFRE DE GAS,1.0,950.0,0.0,PUEBLA,2026-09-08 00:37:17
ANAFRE4,ANAFRE GRANDE,1.0,550.0,500.0,PUEBLA,2026-09-08 00:37:17
ANAFRE2,ANAFRE MEDIANO,0.0,250.0,200.0,PUEBLA,2026-09-08 00:37:17
1083,ANTENA 14 ELEMENTOS,1.0,200.0,180.0,LION TOOLS,2026-09-08 00:37:17
1082,ANTENA 8 ELEMENTOS,2.0,160.0,0.0,LION TOOLS,2026-09-08 00:37:17
6812,ANTENA AEREA 6 ELEMENTOS,0.0,120.0,0.0,LION TOOLS,2026-09-08 00:37:17
6822,ANTENA AEREA CON ROTOR,1.0,350.0,350.0,LION TOOLS,2026-09-08 00:37:17
6831,ANTENA AEREA DE HDTV 14ELEMENTEOS,0.0,200.0,130.0,LION TOOLS,2026-09-08 00:37:17
6832,ANTENA AEREA HDTV 8ELEMENTOS,1.0,140.0,0.0,LION TOOLS,2026-09-08 00:37:17
6810,ANTENA AEREA REDONDA,0.0,150.0,0.0,LION TOOLS,2026-09-08 00:37:17
6829,ANTENA DE CONEJO BASE COAXIAL,15.0,35.0,30.0,LION TOOLS,2026-09-08 00:37:17
8694461700016,ANTENA DE CONEJO SIN BASE,1.0,35.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
7501206695913,ANTENA DE TECHO GIRATORIA,0.0,500.0,450.0,TRUPER,2026-09-08 00:37:17
6826,ANTENA PARA INTERIOR PLANA,0.0,210.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
6811,ANTENA PARA INTERIOR PLANA,0.0,100.0,0.0,LION TOOLS,2026-09-08 00:37:17
ANTENA DE T/TUBO,Antena T O De Tubo Colores,0.0,85.0,60.0,MEXICO,2026-09-08 00:37:17
4895174133717,ANTENA UHF AEREA ROJA LINK BITS,0.0,220.0,0.0,MEXICO,2026-09-08 00:37:17
7506183802187,Apagador,4.0,20.0,0.0,MEXICO,2026-09-08 00:37:17
7506274203862,Apagador De Palanca Yeilite,8.0,40.0,0.0,FERREPAT,2026-09-08 00:37:17
7501942344472,Apagador Doble Sencillo Italia,0.0,65.0,0.0,FERREPAT,2026-09-08 00:37:17
KLEIMAN,Apagador Sencillo,16.0,15.0,0.0,casa,2026-09-08 00:37:17
7501942344410,APAGADOR SENCILLO CON PLACA,3.0,40.0,30.0,FERREPAT,2026-09-08 00:37:17
7506006805388,APAGADOR TOSCANA,3.0,20.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
7501942344489,APAGADOR TRIPLE CON PLACA,2.0,70.0,0.0,FERREPAT,2026-09-08 00:37:17
7501942344496,APAGADOR Y CONTACTO ATERRIZADO,0.0,65.0,0.0,FERREPAT,2026-09-08 00:37:17
7501942344441,Apagador Y Contacto Aterrizado Cplaca Romana,0.0,60.0,0.0,FERREPAT,2026-09-08 00:37:17
7501942344540,Apagador Y Contacto Aterrizado Vicenza,0.0,85.0,0.0,ASGA,2026-09-08 00:37:17
7501942345233,APAGADOR Y DOS CONTACTOS,0.0,80.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
2732,ARBOTANTE SOLAR 100 LED SMD,1.0,180.0,150.0,LION TOOLS,2026-09-08 00:37:17
2870,ARBOTANTE SOLAR 2W,0.0,140.0,110.0,lampara (Eliminado 23/07/2024),2026-09-08 00:37:17
2735,ARBOTANTE SOLAR 2W 128 LED,4.0,200.0,160.0,LION TOOLS,2026-09-08 00:37:17
2871,Arbotante Solar 340 Lumenes 4w,0.0,220.0,180.0,FOCO. (Eliminado 23/07/2024),2026-09-08 00:37:17
2734,Arbotante Solar 74 Led Smd,0.0,420.0,350.0,lampara (Eliminado 23/07/2024),2026-09-08 00:37:17
2340,ARCO MINI PARA SEGUETA,0.0,70.0,0.0,LION TOOLS,2026-09-08 00:37:17
2341,ARCO PARA CALAR,2.0,70.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
2482,ARCO PARA SEGUETA 12,1.0,160.0,0.0,LION TOOLS,2026-09-08 00:37:17
7501206640517,ARCO TUBULAR CON SEGUETA 12,1.0,280.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
2022,ARMELLA ABIERTA 18X50,188.0,2.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
2024,ARMELLA ABIERTA 20X70,182.0,4.0,0.0,FERREPAT,2026-09-08 00:37:17
2026,ARMELLA ABIERTA 22X90,200.0,6.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
2028,ARMELLA ABIERTA 23X110,22.0,8.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
2030,ARMELLA ABIERTA 25X150,91.0,10.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
2034,ARMELLA CERRADA 18X50,125.0,2.0,0.0,LION TOOLS,2026-09-08 00:37:17
ASADOR,ASADOR,2.0,680.0,0.0,PUEBLA,2026-09-08 00:37:17
7506563901912,Asga Cadena Para Perro 2mm,0.0,25.0,0.0,ASGA,2026-09-08 00:37:17
309,Aspa Con Portavaso Taurus Negro,0.0,75.0,0.0,licuadora (Eliminado 23/07/2024),2026-09-08 00:37:17
34264427327,Aspa De 6,7.0,220.0,0.0,MEXICO,2026-09-08 00:37:17
350,Aspa Man/Hamilton,15.0,95.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
349,Aspa Oster,7.0,50.0,0.0,MEXICO,2026-09-08 00:37:17
7503021498175,Aspa Oster Economica ECO-LINE,1.0,40.0,0.0,licuadora (Eliminado 23/07/2024),2026-09-08 00:37:17
34264487949,ASPA OSTER ORIGINAL,10.0,120.0,0.0,MEXICO,2026-09-16 16:45:36
308,"Aspa Para Hamilton, American",5.0,85.0,0.0,ASGA,2026-09-08 00:37:17
7503017992083,ASPAS MAN ORIGINAL,1.0,100.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
7502239096708,ASPERSOR DE PLASTICO,1.0,75.0,50.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
7500464662637,ATOMIZADOR 1L ESTANDAR,0.0,25.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
7500464662613,ATOMIZADOR 1L SEMINATURAL,0.0,30.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-15 22:38:02
7500464662651,ATOMIZADOR 1L USO RUDO,0.0,35.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
ATOMIZADORCUARTO,ATOMIZADOR DE CUARTO,3.0,15.0,0.0,PUEBLA,2026-09-08 00:37:17
ATOMIZADORLITRO,ATOMIZADOR DE LITRO,3.0,35.0,0.0,PUEBLA,2026-09-08 00:37:17
ATOMIZADORMEDIO,ATOMIZADOR DE MEDIO,1.0,20.0,0.0,PUEBLA,2026-09-15 21:37:23
ATOMINI,ATOMIZADOR MINI,11.0,10.0,0.0,ASGA,2026-09-15 01:38:52
7506325102731,ATRAPA TODO/LAVABO,1.0,55.0,0.0,LION TOOLS,2026-09-08 00:37:17
6902130656055,AUDIFONOS CON CABLE,1.0,120.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
119,AUDIFONOS DE MARCA,0.0,80.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
6932445202692,AUDIFONOS EARPHONE,0.0,90.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
6935482287691,AUDIFONOS EARPHONE SAMSUNG,1.0,80.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
300045846954,AUDIFONOS FX,0.0,40.0,30.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
98859096274617,AUDIFONOS HEADPHONES,1.0,140.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
6932445202555,AUDIFONOS HEADSOT,0.0,90.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
7500907000408,AUDIFONOS INALAMBRICOS AZUL,0.0,260.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
7500907000712,AUDIFONOS INALAMBRICOS BLANCO,0.0,260.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
7503032542782,AUDIFONOS INALAMBRICOS BLANCO AUT114,0.0,260.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
6974368773415,AUDIFONOS INALAMBRICOS BLANCOS 1HORA,0.0,260.0,0.0,MEXICO,2026-09-08 00:37:17
7500907000422,AUDIFONOS INALAMBRICOS MORADO,0.0,200.0,170.0,MEXICO,2026-09-08 00:37:17
7503035048403,AUDIFONOS INALAMBRICOS NEGRO,0.0,200.0,170.0,MEXICO,2026-09-08 00:37:17
7500907000705,AUDIFONOS INALAMBRICOS NEGRO,0.0,260.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
7500907000095,AUDIFONOS INALAMBRICOS NEGRO 1HORA,0.0,260.0,0.0,MEXICO,2026-09-08 00:37:17
7503030523288,AUDIFONOS INALAMBRICOS NEGRO AUT114,1.0,260.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
7500907000392,AUDIFONOS INALAMBRICOS ROJO,0.0,260.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
7503035048434,AUDIFONOS INALAMBRICOS ROSA,0.0,260.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
3303201707165,AUDIFONOS MOTOROLA,0.0,80.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
300125632644,AUDIFONOS RIDGEWAY,0.0,40.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
300184756541,Audifonos Sencillos,1.0,25.0,0.0,MEXICO,2026-09-08 00:37:17
689983673359,AUDIFONOS SHOCK,1.0,200.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
190,Audifonos Sony,2.0,75.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
7501206613290,AZADON TRUPER,0.0,380.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
AZADOR700,AZADOR,0.0,700.0,0.0,PUEBLA,2026-09-08 00:37:17
AZADOR,Azador Largo,2.0,550.0,500.0,PUEBLA,2026-09-08 00:37:17
7501206685051,Azul Holandes,0.0,95.0,0.0,FERREPAT,2026-09-08 00:37:17
7503027594970,Balanza Electronica Domestica,0.0,130.0,0.0,vinson,2026-09-08 00:37:17
4063,BALERO CEJA CARRETILLA,6.0,10.0,6.0,casa,2026-09-08 00:37:17
8222,BANDOLA #3 7/16,22.0,10.0,0.0,LION TOOLS,2026-09-08 00:37:17
8225,BANDOLA #4 1/4 3/4,8.0,25.0,0.0,LION TOOLS,2026-09-08 00:37:17
82224,BANDOLA #4 7/8,0.0,20.0,0.0,LION TOOLS,2026-09-08 00:37:17
8224,BANDOLA #4 7/8,13.0,20.0,0.0,LION TOOLS,2026-09-08 00:37:17
8223,BANDOLA 3 1/2 5/8,25.0,15.0,0.0,LION TOOLS,2026-09-08 00:37:17
8221,BANDOLA 7/16,30.0,7.0,0.0,LION TOOLS,2026-09-08 00:37:17
8205,BANDOLA CON SEGURO,31.0,10.0,8.0,ASGA,2026-09-16 01:46:31
8206,BANDOLA CON SEGURO CM,24.0,15.0,10.0,ASGA,2026-09-08 00:37:17
818,BANDOLA CON SEGURO GG,4.0,35.0,33.0,ASGA,2026-09-08 00:37:17
8209,BANDOLA CON SEGURO GM,13.0,30.0,28.0,ASGA,2026-09-08 00:37:17
8207,BANDOLA CON SEGURO MC,19.0,20.0,18.0,ASGA,2026-09-08 00:37:17
8208,BANDOLA CON SEGURO MG,11.0,25.0,22.0,ASGA,2026-09-08 00:37:17
8216,Bandola Mosqueton,47.0,10.0,7.5,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
8217,Bandola Mosqueton,37.0,20.0,12.5,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
8218,Bandola Mosqueton,6.0,30.0,15.0,LION TOOLS,2026-09-08 00:37:17
8219,Bandola Mosqueton,37.0,40.0,25.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
864,BARAJA ESPAÑOLA,11.0,25.0,20.0,LION TOOLS,2026-09-08 00:37:17
865,BARAJA ESPAÑOLA DE PLASTICO,6.0,45.0,30.0,LION TOOLS,2026-09-08 00:37:17
7506198119454,Barra 2U Aksi 15w,0.0,50.0,0.0,foco (Eliminado 23/07/2024),2026-09-08 00:37:17
7506198119539,Barra 4U Aksi 28w,2.0,85.0,0.0,foco (Eliminado 23/07/2024),2026-09-08 00:37:17
2102,Barra Led 18W,12.0,40.0,30.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
2114,BARRA MAGNETICA,0.0,220.0,0.0,LION TOOLS,2026-09-08 00:37:17
7501206645420,BARRAS DE SILICON,1.0,41.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
238,BARRETA AZUL,0.0,395.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
239,BARRETA DE UÑA AZUL,1.0,240.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
7501206631676,BARRETA DE UÑA TRUPER,1.0,290.0,0.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
6918882638140,BASCULA 10K,0.0,150.0,0.0,HUAJUAPAN,2026-09-08 00:37:17
601573,BASCULA 5KG P/COCINA,0.0,120.0,90.0,FERREPAT,2026-09-08 00:37:17
7501942359278,Bascula Digital,1.0,150.0,0.0,ASGA,2026-09-08 00:37:17
91,BASCULA DIGITAL PARA BAÑO,1.0,210.0,0.0,LION TOOLS,2026-09-08 00:37:17
7506240665403,Bascula Electronica 40kg,3.0,1200.0,1000.0,Herramientas (Eliminado 23/07/2024),2026-09-08 00:37:17
791279007202,BASE MEDIDOR,0.0,220.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
7506086610513,BATERIA ALCALINA MITZU 27A,1.0,25.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
7506086646970,BATERIA ALCALINA TIPO BOTON,10.0,25.0,25.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
7506086600705,BATERIA DE LITIO MITZU,4.0,35.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
7506086643092,BATERIA DE LITIO RECARGABLE MITZU,2.0,85.0,85.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
6918882657226,BATERIA PORTATIL,4.0,100.0,0.0,bvh,2026-09-08 00:37:17
7503031700367,BATERIA PORTATIL 1HORA,0.0,280.0,0.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
7502228943259,Bausse Cotonete,5.0,20.0,15.0,MEXICO,2026-09-08 00:37:17
BICOLOR,Bicolor Jafepa,0.0,10.0,5.0,HUAJUAPAN,2026-09-08 00:37:17
98859096274358,BICYCLE PHONE,0.0,120.0,100.0,hogar (Eliminado 23/07/2024),2026-09-08 00:37:17
1952,BISAGRA,0.0,30.0,0.0,LION TOOLS,2026-09-08 00:37:17
1949,BISAGRA CUADRADA,0.0,20.0,0.0,LION TOOLS,2026-09-08 00:37:17
