codigo,estado,fuente,nota
4556,verificado,https://liontools.com.mx/calentador-inmersion-agua-6-20-litros-lion-tools/,Lion Tools confirma SKU LION-4556 y 20 litros; falta fijar URL de imagen local/autorizada
